;post_message;post_message_en
123;Hola Queridos Amigos y Amigas  hoy empezamos una campaña para hacer que nuestra página de Facebook sea compartidas por todas partes y puedan mas personas tener la posibilidad de tener algun tipo de ayuda. Y recuerden regalarnos un me gusta. Abrazos inmensos para todos.;Hello Dear Friends started a campaign today to make our Facebook page is shared everywhere and can more people be able to have some kind of help. And remember to give us a like it. huge hugs for everyone.
124;El Registro de enfermedades raras no cuenta con una partida presupuestaria Las asociaciones de pacientes se preguntan “cómo se va a sostener”. También denuncian la falta de un manual para su desarrollo a pesar de estar publicado en el BOE.;"The registry of rare diseases do not have a budget item Associations patients wonder ""how it will hold."" Also they denounced the lack of a manual for development despite being published in the Official Gazette."
125;Cuca Paulo Noguera shared her post to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Cuca Paulo Noguera shared her post to the group: Spanish Association for Research and Assistance Wolfram syndrome.
126;https://www.facebook.com/permalink.php?story_fbid=1194365653925138&id=132777653417282;https://www.facebook.com/permalink.php?story_fbid=1194365653925138&id=132777653417282
127;Julia Del Campo Garcia shared CREER CENTRO DE REFERENCIA ESTATAL DE ENFERMEDADES RARAS Y FAMILIAS s photo to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared BELIEVING STATE CENTER REFERENCE AND FAMILIES RARE DISEASES s photo to the group: Spanish Association for Research and Assistance Wolfram syndrome.
128;;
129;Julia Del Campo Garcia shared Madame Rosario s post to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared Madame Rosario s post to the group: Spanish Association for Research and Assistance Wolfram syndrome.
130;Únete al Nuevo Mapa Mundial de Síndrome de Wolfram  Encuentra y ayuda a otros. Comparte el mapa y conciencia a la sociedad del impacto de la enfermedad en la vida de los pacientes que sufren Síndrome de Wolfram  Si tienes experiencia con la enfermedad y quieres ayudar y orientar a otros que tambien sufren Síndrome de Wolfram hazte orientador.  http://www.diseasemaps.org/es/wolfram-syndrome/   #DiseaseMaps;Join the New World Map Wolfram Syndrome Find and help others. Share map and society awareness of the impact of the disease on the lives of patients suffering Wolfram Syndrome If you have experience with the disease and want to help and guide others who also suffer Wolfram syndrome become counselor. http://www.diseasemaps.org/es/wolfram-syndrome/ #DiseaseMaps
131;Julia Del Campo Garcia shared D Genes Asociación Enfermedades Raras s post to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared D Genes Rare Diseases Association s post to the group: Spanish Association for Research and Assistance Wolfram syndrome.
132;Julia Del Campo Garcia shared CREER CENTRO DE REFERENCIA ESTATAL DE ENFERMEDADES RARAS Y FAMILIAS s post to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared BELIEVING STATE CENTER REFERENCE AND FAMILIES RARE DISEASES s post to the group: Spanish Association for Research and Assistance Wolfram syndrome.
133;En este día tan especial queremos desearle de todo Corazón un a Hermosa Noche Buena y que el día de mañana disfruten todos de una Linda Navidad junto a sus Familias y Seres Queridos CegChile esta Feliz de poder ser parte smde ustedes y de sus Familias. Un gran pero gran Abrazo Fraterno para cada uno de ustedes y sus Familias. Feliz Navidad Para Todos.;On this special day we wish with all my heart an a Beautiful Eve and tomorrow all of a cute enjoy Christmas with their families and loved ones CegChile is happy to be part SMDE you and your families. A large but great Fraterno for each of you and your families Embrace. Merry Christmas to all.
134;;
135;compartir;share
136;FELICES FIESTAS;HAPPY HOLIDAYS
137;;
138;Un Feliz dia para Israel.;A happy day for Israel.
139;Julia Del Campo Garcia shared CREER CENTRO DE REFERENCIA ESTATAL DE ENFERMEDADES RARAS Y FAMILIAS s post to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared BELIEVING STATE CENTER REFERENCE AND FAMILIES RARE DISEASES s post to the group: Spanish Association for Research and Assistance Wolfram syndrome.
140;Julia Del Campo Garcia shared CREER CENTRO DE REFERENCIA ESTATAL DE ENFERMEDADES RARAS Y FAMILIAS s post to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared BELIEVING STATE CENTER REFERENCE AND FAMILIES RARE DISEASES s post to the group: Spanish Association for Research and Assistance Wolfram syndrome.
141;Julia Del Campo Garcia shared Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram s post to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared Spanish Association for Research and Assistance Wolfram syndrome s post to the group: Spanish Association for Research and Assistance Wolfram syndrome.
142;Gracias  por aceptarme;Thank you for accept my request
143;;
144;Ayer fue la recogida de premios en un acto emocionante;Yesterday was collecting awards in an exciting act
145;Julia Del Campo Garcia shared Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram s post to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared Spanish Association for Research and Assistance Wolfram syndrome s post to the group: Spanish Association for Research and Assistance Wolfram syndrome.
146;;
147;;
148;La Asociación Española para la investigación y Ayuda al Síndrome de Wolfram ha conseguido financiación para su programa de Investigación psicosocial a las personas afectadas por el Síndrome de Wolfram  gracias a la Fundación Universia y a la Fundación Konecta  las cuales pretenden contribuir a mejorar la calidad de vida de las personas con discapacidad y conseguir su plena integración socio-laboral.   Esta financiación posibilita que la Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram pueda llevar a cabo un programa que consiste en analizar las necesidades médicas  psicológicas y sociales de las personas afectadas por el Síndrome de Wolfram y las de sus familiares y de esta forma ofrecerles alternativas que ayuden a  mejorar su calidad de vida y lleven a su plena integración en la sociedad. El proyecto también pretende modificar la percepción que en la sociedad en general se tiene de las enfermedades raras.;The Spanish Association for Research and Assistance Wolfram Syndrome has secured funding for its program of psychosocial research to people affected by the syndrome Wolfram thanks to the Universia Foundation and the Konecta Foundation which aim to contribute to improve the quality of life people with disabilities and their full social and labor integration.   This funding enables the Spanish Association for Research and Assistance Wolfram Syndrome can carry out a program of analyzing the psychological and social health needs of people affected by Wolfram Syndrome and their families and thus offer alternatives to help improve their quality of life and lead to their full integration into society. The project also aims to change the perception that society has generally rare diseases.
149;Fantastica Luisa  siempre incansable  gracias por todo.;Fantastica Luisa always tireless thanks for everything.
150;Julia Del Campo Garcia shared CREER CENTRO DE REFERENCIA ESTATAL DE ENFERMEDADES RARAS Y FAMILIAS s photo to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared BELIEVING STATE CENTER REFERENCE AND FAMILIES RARE DISEASES s photo to the group: Spanish Association for Research and Assistance Wolfram syndrome.
151;http://www.valde-moro.com/comunidad/2015/septiembre/087.htm;http://www.valde-moro.com/comunidad/2015/septiembre/087.htm
152;Hay vamos a ver todo lo que aprendemos;There are going to see everything we learn
153;;
154;;
155;;
156;http://vonhippel-lindau.blogspot.com.es/2015/09/las-publicaciones-medicas-sobre-la.html?spref=fb;http://vonhippel-lindau.blogspot.com.es/2015/09/las-publicaciones-medicas-sobre-la.html?spref=fb
157;https://www.change.org/p/ministerio-de-sanidad-servicios-sociales-e-igualdad-consejo-interterritorial-del-sistema-nacional-de-salud-de-espa%C3%B1a-congreso-de-los-diputados-restablecimiento-de-la-financiaci%C3%B3n-estatal-para-asegurar-el-tratamiento-y-la-atenci%C3%B3n-sanitaria-especial?recruiter=17537227&utm_source=share_petition&utm_medium=facebook&utm_campaign=share_facebook_responsive&utm_term=mob-sm-share_petition-no_msg&fb_ref=Default;https://www.change.org/p/ministerio-de-sanidad-servicios-sociales-e-igualdad-consejo-interterritorial-del-sistema-nacional-de-salud-de-espa%C3%B1a-congreso- of-the-members-reset-de-la-financing% C3% B3n-state-to-ensure-the-treatment-and-the-attention% C3% B3n-health-special? recruiter = 17537227 & utm_source = share_petition & utm_medium = facebook & utm_campaign = share_facebook_responsive & utm_term = mob-sm-share_petition-no_msg & fb_ref ??= Default
158;Julia Del Campo Garcia shared Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram s post to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared Spanish Association for Research and Assistance Wolfram syndrome s post to the group: Spanish Association for Research and Assistance Wolfram syndrome.
159;Sería genial librarnos de los pinchazos diarios para detectar el nivel de glucosa!! ¿Que os parece?  https://www.personasque.es/revista/publicaciones/mide-tu-glucosa-sin-pinchazos?utm_source=SM_FACE&utm_medium=POST&utm_term=ES_ES_DIAB_MAGA_TREA&utm_content=B2C_IL11&utm_campaign=medidor_1108151226;It would be great to get rid of the daily jabs to detect glucose level !! What do you think?  https://www.personasque.es/revista/publicaciones/mide-tu-glucosa-sin-pinchazos?utm_source=SM_FACE&utm_medium=POST&utm_term=ES_ES_DIAB_MAGA_TREA&utm_content=B2C_IL11&utm_campaign=medidor_1108151226
160;Noelia Higueras del Campo updated the group photo in Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Noelia Higueras del Campo updated the group photo in Spanish Association for Research and Assistance Wolfram syndrome.
161;http://www.20minutos.es/noticia/2480279/0/institut-germans-trias/avanza-desarrollo-vacuna/diabetes-tipo-1/;http://www.20minutos.es/noticia/2480279/0/institut-germans-trias/avanza-desarrollo-vacuna/diabetes-tipo-1/
